Id,Sales
1,4691.462933678431
2,8021.640133210363
3,8897.667241692463
4,6597.615263707004
5,6350.4718185785205
6,5697.355852828371
7,8289.408133040482
8,8085.499627117312
9,5243.300993750721
10,5837.361290361521
11,6730.528098448794
12,8046.435983510748
13,7082.771266781464
14,8530.33869061953
15,5925.697327367716
16,4692.55919839108
17,5946.095940874393
18,9516.666469883936
19,10809.824480158039
20,10157.949442655867
21,7065.473631856648
22,5998.835783805822
23,6053.056288371176
24,4465.040340016112
25,7808.930729735282
26,10206.654404164163
27,9364.047393488881
28,5991.937527146119
29,5054.347458023516
30,5080.200490592279
31,5128.9964371770175
32,10416.932370793746
33,7453.395753664454
34,5823.90606998152
35,5701.547492280022
36,7803.521712541573
37,4157.5849240581065
38,7241.487200140653
39,4473.903200348959
40,7171.932718359998
41,8787.476157084964
42,5518.980455352748
43,7484.926312885088
44,6251.435122232002
45,4585.609479037019
46,6667.9057494820645
47,6898.731231003071
48,11360.22120256739
49,6291.394473641112
50,8097.698992395576
51,6983.544818206515
52,9773.070259282906
53,6573.425256323598
54,9756.88061320884
55,4870.1266300055795
56,4898.285098449894
57,6286.606597653763
58,5841.429144602234
59,10111.210145676829
60,7888.82136401464
61,5777.60810122669
62,7656.942006298616
63,6329.4336980385915
64,10140.779915372554
65,4071.3108706024755
66,12964.25697168442
67,5182.589423980382
68,6251.837514270947
69,8449.046481423247
70,5840.133919266442
71,6133.580747002863
72,6610.620151003599
73,7664.934443649359
74,5445.794275153079
75,5270.221246085949
76,8182.628972934238
77,7567.993905322613
78,7204.842178822926
79,4692.675834430809
80,7087.418810541813
81,10484.777285647568
82,6350.413399356122
83,4643.604319712371
84,7202.454521776091
85,5948.873905387766
86,8064.943318321749
87,7138.731478159429
88,4151.190236943299
89,7435.779014581667
90,6144.7824707749505
91,7338.432379022266
92,6746.590038303915
93,4104.70692540018
94,8723.09889248306
95,5558.837431957655
96,7478.610593231909
97,9989.69378103459
98,5324.823874207545
99,5461.711162427777
100,6055.178686342513
101,6067.478905567947
102,6013.025748682904
103,7882.372750498674
104,6939.474844391504
105,7807.020121774479
106,5852.966773656515
107,4686.154684168213
108,7124.541134820467
109,8930.767742116024
110,9306.863994819452
111,8366.577771351454
112,8206.019040003672
113,6243.485949909251
114,8428.832919830735
115,5764.22533716374
116,8288.919797514453
117,9178.927378004275
118,6871.924440342929
119,10195.483176357264
120,8015.012082427338
121,8328.474603427883
122,6348.998104991798
123,7071.88661165163
124,8618.37992381375
125,6105.142264305213
126,4274.229450016193
127,5862.361313003883
128,8112.136554008538
129,6484.748684303358
130,5287.793066025318
131,8776.563438609252
132,6494.706160043515
133,6064.927396106317
134,6145.612114383916
135,5625.201816933746
136,7233.9515805515575
137,7714.324784514407
138,7570.170108366775
139,5505.621204296118
140,4890.546138192251
141,6717.873680072163
142,4042.914922975063
143,6142.140290944299
144,5131.3958921843005
145,9112.755531802897
146,6818.039039361569
147,6025.00761569661
148,7535.0173808684585
149,5281.1548237438055
150,4991.904442109025
151,10409.898951712685
152,7356.964135844427
153,8367.319085926914
154,7831.141653459887
155,5887.036574688508
156,6184.556331344208
157,5539.109283430067
158,7803.661860499827
159,11791.149804508683
160,6119.743397826984
161,3458.8940340493878
162,4982.595518098141
163,9190.009091892749
164,8925.948732447292
165,6519.402915032708
166,7436.5265760459115
167,5346.8310686627665
168,5819.531745704762
169,3385.6149281183016
170,5129.093702141291
171,6019.3982304457995
172,6651.4554781251
173,7564.959931846119
174,8177.931377004967
175,7993.961353313835
176,9396.882291684582
177,7498.733776482947
178,4769.741255713118
179,9562.831853091622
180,10868.13022709098
181,6694.241964780717
182,8139.0286220819335
183,5353.58567546675
184,6546.74955402274
185,4408.793904588143
186,7634.3690078746795
187,5336.7183770426445
188,9270.118219891128
189,7582.926448840435
190,9204.155034918103
191,8245.442268612536
192,5510.831923624527
193,8584.209771081572
194,18360.223113946377
195,11042.495408498053
196,5853.231384933359
197,2987.1361670441715
198,6353.960750538928
199,9821.692930692767
200,6048.901265702587
201,12062.359858643918
202,17745.661388604913
203,3204.1376710328695
204,5344.173529962719
205,9922.00010648205
206,5340.378689229152
207,9736.478862588432
208,7125.036596581365
209,7159.635815909809
210,3432.0278329179614
211,7419.049511174265
212,7291.821483663931
213,7265.385923633571
214,8277.732397053864
215,6469.4000682761625
216,5865.1152626927005
217,6736.364434394629
218,5420.311755597117
219,4868.770517556101
220,7796.467018807802
221,5774.0887865158265
222,6173.838294705605
223,7465.076838275809
224,6202.993220577008
225,5268.379016484513
226,7412.335810411141
227,7125.152837500613
228,9135.168532138381
229,6819.262705147959
230,7611.283990192785
231,5807.910975227937
232,3819.9697030792345
233,6703.141560247721
234,7377.918357981421
235,5250.785881736156
236,4602.853088679051
237,9097.865330617666
238,7859.293775338177
239,8874.33758198178
240,6918.45299541827
241,6073.157374199629
242,5455.563900435606
243,4602.525530818537
244,9783.240393364227
245,5215.244216096148
246,8004.173169179479
247,15074.060787325447
248,7283.8980443957125
249,8805.68636938343
250,5167.535957622741
251,4621.424818044327
252,7167.865741169342
253,4205.47803146326
254,6773.164235362309
255,10885.298731154198
256,5784.543904245966
257,16048.048059675739
258,13989.79136755362
259,4740.695329536758
260,7611.224001314063
261,5221.115937911417
262,6693.214134389895
263,5740.391601007142
264,12515.580518676152
265,7503.139987098944
266,9658.056967716007
267,4679.616060065424
268,7029.307279561498
269,4621.454131326679
270,8898.760940841992
271,7167.169047245782
272,6094.325047404665
273,6568.480499127613
274,5276.653077054137
275,8392.809108391066
276,9833.226459689999
277,5502.903680833937
278,10302.74628599641
279,6792.741590393672
280,11045.064754950245
281,5486.796127619565
282,5657.261477524738
283,5633.6173541656235
284,10375.93599452425
285,7084.32009019542
286,8063.195069074496
287,6950.485625639834
288,8825.7137525904
289,4579.921952034065
290,8015.849462590328
291,6116.11116272743
292,4205.427331590635
293,14364.50239482843
294,18380.654693807348
295,7788.862389851611
296,7693.6475356776255
297,9382.517178982658
298,10513.947556754945
299,10982.180790192844
300,5936.661696547783
301,7554.459548456462
302,5998.980546533797
303,8370.753669727506
304,4143.294369874734
305,5758.030775000794
306,5618.921214383342
307,5618.218938464492
308,7647.7353374910035
309,5079.790489981898
310,5049.498468337722
311,6298.642393549232
312,3945.6294615545794
313,4722.961306829651
314,5864.001722878088
315,6498.500921871976
316,9132.993920339544
317,8177.29373803608
318,7319.093532357262
319,6171.853843317979
320,6256.605248126654
321,11612.842310344802
322,8611.832346531011
323,5405.582881693129
324,4246.8770066770485
325,7236.4571210547665
326,4582.443560265324
327,6603.140825834066
328,3356.86457102708
329,5116.411638754009
330,8423.978112715988
331,6383.713533317071
332,5678.029460688773
333,9333.405469039813
334,9881.309587986383
335,12067.259880685902
336,6135.429125029907
337,9744.819607837991
338,3430.206326282719
339,5361.617935185509
340,6435.161148869466
341,4476.970242030199
342,8134.900748143398
343,5420.788394315597
344,5100.312777218289
345,8457.278615794614
346,11939.984581548531
347,9840.219023513937
348,5589.649690451445
349,5590.347122691541
350,8395.060121626158
351,6949.754913333404
352,6600.5267292497565
353,4684.2880241826215
354,7353.710191337578
355,9933.404926684587
356,4585.673336965332
357,6559.78127179933
358,7804.2961387242485
359,8237.57110851968
360,13246.266924869411
361,5456.048396615465
362,14793.282233200107
363,7373.927239585351
364,5098.69866854736
365,4047.1732923754043
366,6420.565621689357
367,6508.696177991257
368,5251.250801403714
369,7337.009589016619
370,4393.822425209264
371,4630.171166474212
372,7212.91960913774
373,3644.6398412334806
374,7498.281853931153
375,6599.245795102555
376,7903.177760570408
377,8315.00026649659
378,5498.412684403519
379,9373.456640909182
380,6406.341113928793
381,5086.081793165811
382,4876.025693300786
383,5831.075537446116
384,11059.239810594723
385,6447.335288242039
386,5125.959020877734
387,7981.264661660067
388,8651.673779677878
389,6653.137310129134
390,6754.616925869537
391,8694.72325930991
392,5475.801519222116
393,5071.037288423556
394,5803.005456416044
395,8668.444440293413
396,6280.894571227734
397,6131.916430900921
398,5718.366026542463
399,5181.759669996516
400,3984.351904963111
401,5854.203336554123
402,8826.754649931367
403,8512.51066518458
404,10670.934356379996
405,11613.854152029719
406,8089.589063556915
407,6031.839186138115
408,4995.008447416425
409,10124.175404881815
410,9712.193837896228
411,7998.988652748092
412,8749.006354915684
413,8284.567617056817
414,5666.674110903875
415,3997.2031490269587
416,10853.284096960873
417,5429.4257269574755
418,6300.539934147522
419,7329.400663409272
420,3344.8696026181015
421,11503.338293256345
422,5842.534927389936
423,5505.778187641679
424,4742.762657374812
425,5791.212004331214
426,6515.842005504089
427,8900.588373810477
428,6430.0131200446685
429,4525.002848150964
430,5916.963917471809
431,4224.884146890263
432,3586.0728065218977
433,7272.685654104663
434,17053.198691509864
435,5473.599132928373
436,5641.379896064469
437,6806.01060652368
438,5193.62862298419
439,5710.067558908384
440,4771.236163415946
441,4229.264695016901
442,7067.042687081093
443,7196.4034179010405
444,4568.402434223753
445,8907.263898600042
446,6012.908438173194
447,5066.685038168738
448,8463.67977033745
449,8687.763785974348
450,10120.478748247426
451,6039.704572299535
452,7490.590815786517
453,4926.000401655353
454,5634.108340005643
455,14666.812850337674
456,9441.785902705371
457,6386.055254788149
458,5393.163586659025
459,4785.231243969475
460,6126.720581073863
461,5572.915522420191
462,11564.708638392898
463,4770.42481821598
464,6182.543947415365
465,6924.0002874398
466,4892.559814868989
467,6626.982337796396
468,7211.472831317388
469,8666.31417179353
470,7110.268702093731
471,4358.946002202886
472,5802.433681915165
473,7329.459554335258
474,9521.000983814136
475,8870.411941954013
476,6581.892029076479
477,4969.249885744983
478,7235.112981289055
479,6224.35610937792
480,0.0
481,7750.640105476992
482,7412.720573536992
483,6796.266148015828
484,6046.142329235529
485,6553.793010870619
486,9564.480221224077
487,5350.846747634737
488,6776.1847071814545
489,6701.4741815618645
490,6140.884044330448
491,9759.371902700423
492,6110.149917003831
493,5145.702834443402
494,11993.422534740248
495,6932.215087060648
496,3737.1420093105157
497,8061.665329397258
498,13116.615627110723
499,10699.047149283684
500,5098.44436984098
501,6022.112465797603
502,6182.106988838823
503,7532.028709995519
504,6080.191729137641
505,8291.757611023238
506,3517.2345656033513
507,5865.974662690835
508,6818.235020814352
509,5992.619538229894
510,4981.540956714059
511,6935.677434917625
512,9098.484221906503
513,4829.706685724199
514,9062.130407591852
515,6903.355181036742
516,9019.11251135241
517,4619.351735291339
518,6801.983065259132
519,6034.769368193606
520,7410.322640738722
521,8210.609670600836
522,5916.6637226020575
523,7582.359926247043
524,8896.794815643323
525,7417.053775243059
526,4477.11068387
527,3985.0408619891846
528,6959.914334287123
529,7316.663524381756
530,8040.1778554973025
531,7661.2171008418545
532,5924.301911101437
533,8792.398232560003
534,7235.489489204353
535,7373.207372526418
536,8818.290937135976
537,6175.109203624126
538,8249.726206193065
539,10596.382822843818
540,8222.051541751196
541,5158.2330987444875
542,6026.397035757115
543,4864.6025401367515
544,0.0
545,8529.603373972213
546,5434.846813557123
547,8460.715600787771
548,4679.108910461319
549,7831.541883186251
550,6681.81541035709
551,10812.55545275797
552,4490.65302216921
553,5968.232614889391
554,6158.96585276902
555,8250.036886028609
556,5358.066422235304
557,7245.090798319504
558,7435.067161457363
559,10446.587062053259
560,7326.159960779049
561,7078.3858292812865
562,5959.844661094857
563,4917.801718986791
564,5065.733042226436
565,10313.89275555358
566,9984.763681253915
567,6825.607486519067
568,15282.527626556595
569,6501.863377087601
570,5575.061882748807
571,6388.627913458251
572,8226.129974939164
573,9601.40103507581
574,6910.573934294152
575,8018.515185991091
576,7790.285021957388
577,7659.874462011511
578,6447.401546930648
579,6116.253361124586
580,5861.417884753459
581,5092.710731270261
582,4436.609068031981
583,5483.784095000049
584,9064.05510555108
585,15853.1603590431
586,6238.970929149289
587,5213.25655130945
588,7061.547265279713
589,3866.1782549208015
590,6314.721953914371
591,4059.1681198475535
592,9086.506405350623
593,6058.71481844342
594,6228.9780145107225
595,13109.495339512841
596,10592.378503129456
597,7106.527974868865
598,7288.20694923942
599,3614.1748995219946
600,6057.001000547549
601,5509.100805570285
602,9128.273215306463
603,4977.0958737063365
604,3861.812052535463
605,6559.187265855949
606,5659.714830956929
607,8250.630994791458
608,6408.217857928152
609,3297.0250514951954
610,7442.999857039954
611,7524.491988577602
612,8263.154238849229
613,5161.412412441667
614,4766.367989742515
615,7988.364162992974
616,3559.8137490265926
617,9670.114494227846
618,5264.039531804965
619,5236.518702327602
620,7069.9577605915465
621,6306.714940485009
622,4739.160464448795
623,7483.732859558753
624,7361.697164830193
625,9638.801327289606
626,9595.920888535915
627,5994.467941391038
628,4083.0181359841517
629,5851.459387118064
630,9650.676015562784
631,4864.011689261318
632,6616.812864436394
633,6290.669624733544
634,12376.711111024733
635,7707.932643927585
636,6031.5351974870355
637,7547.394251095333
638,4584.029042601702
639,8818.65671145249
640,6508.7757212769275
641,13483.937124824928
642,6566.799482475526
643,5598.3769595545255
644,5015.595765337005
645,4188.411076774965
646,7839.890427960019
647,17953.468533598043
648,4467.844044998608
649,4955.226251522423
650,10460.374588468232
651,6726.162120220673
652,6935.9599508444535
653,8102.349702237667
654,6304.717709126225
655,5102.554309641898
656,4989.062487189875
657,9503.43643165915
658,5991.020237724019
659,7568.165628269621
660,6869.186104904896
661,4625.292617872728
662,7088.09113868685
663,5700.496667940874
664,3672.8752637375646
665,8701.987497837263
666,8634.467399825571
667,4603.464178716804
668,7542.152731858139
669,7451.66072530958
670,4748.55278805617
671,9295.05121178925
672,5931.468712039742
673,9069.339889833607
674,4793.972524988709
675,5426.622826403149
676,6337.879724418728
677,0.0
678,7677.7719577383195
679,4222.283799183694
680,6174.2122932177335
681,4841.057644773356
682,5336.296730745655
683,5541.508886869002
684,7040.868616846518
685,7238.679989487751
686,7506.100525554905
687,5903.712203225306
688,7610.912941425425
689,6523.229110152078
690,8726.02728371555
691,9247.212218548646
692,6773.766469094226
693,3263.603328892087
694,5715.6338901762665
695,7416.7837598204005
696,4800.239551550546
697,12320.588349043437
698,6278.685973113748
699,7272.294743556822
700,11713.135000568027
701,6282.828920049627
702,4872.219863893187
703,11812.762929677021
704,9908.857237529748
705,5463.581629786675
706,9415.268783171612
707,10721.382337360956
708,5843.433510265402
709,5324.574842303125
710,6962.483070009172
711,5984.906241123649
712,5489.288438277181
713,7340.731006134907
714,5254.748723490541
715,5728.170593032403
716,7394.388300750747
717,7154.715088432869
718,7923.976196145204
719,6152.289952062498
720,7015.81526934897
721,4417.9463000850365
722,8462.131297779877
723,7186.4841290221975
724,6287.353831164127
725,6764.209308365141
726,7182.737723958383
727,9693.341667960007
728,5867.764218201011
729,5143.780312357665
730,6603.591302614454
731,7213.455425410573
732,7243.101086654906
733,4668.602917845163
734,4335.750859820734
735,8127.647095242637
736,6406.357685606143
737,5914.143869226438
738,7973.3477774997855
739,7231.5578528143915
740,6530.27901822065
741,4976.437457119509
742,4347.872802402101
743,7201.996297874908
744,6620.495126263123
745,6576.914378406477
746,10448.626904782952
747,8743.238531357956
748,4879.778196450818
749,9642.277505838076
750,3765.2217107032156
751,3623.589602298367
752,7107.507031583521
753,11003.371841450962
754,8362.848079037578
755,7045.011220118756
756,5802.27500271574
757,7024.5417973546955
758,10073.604653746797
759,6121.357195979523
760,8255.96457891172
761,6069.446775111256
762,4716.234493055545
763,5404.932732811243
764,5549.92692866209
765,6141.206663540064
766,4856.3316791035495
767,5333.714522440595
768,4264.957746469639
769,7564.853134458044
770,7321.439976265535
771,5352.512400167043
772,6221.618086761902
773,6911.522924509887
774,5699.255701024667
775,5201.421608851975
776,8661.46184748713
777,8178.367960775788
778,6422.384083572661
779,4260.3423245357835
780,13437.845267119166
781,6613.2478751081335
782,5550.752998544334
783,9528.88228927514
784,8404.997682123956
785,7445.14802409781
786,6113.288689708235
787,7391.7858920958315
788,9571.590508032337
789,13615.986476211907
790,5016.760971643942
791,4927.445493833681
792,5231.490558095211
793,7122.593747018835
794,6708.19195170884
795,7582.60367525388
796,8898.891687325466
797,6203.691269005277
798,4394.830994707176
799,6799.432581890093
800,8222.024128993555
801,5010.0862862262375
802,6946.760046777179
803,4255.886004047739
804,7760.1504214065935
805,7716.1585347799155
806,7510.968226842953
807,10142.151081783033
808,6170.273290072406
809,3554.690289166219
810,6677.956288287
811,7156.978378224581
812,8434.610706264228
813,7421.540587944143
814,7264.541386855075
815,6851.872968904599
816,4319.846219087977
817,9412.640566330498
818,4382.409904551683
819,10723.612663548456
820,5951.10185930731
821,4349.442158003707
822,6820.097646710554
823,6357.635961962272
824,7302.936726929139
825,7217.020935835134
826,3722.971642857204
827,4673.235613103325
828,7176.936564449142
829,9274.326456711584
830,9225.687123541862
831,4849.696682740212
832,6392.811263631052
833,7596.95815399119
834,6353.965900622316
835,5680.027734743336
836,9405.940478596187
837,8570.48989331711
838,10757.904810225753
839,4021.7950051959374
840,5302.51696188014
841,0.0
842,8401.947413583257
843,5876.548839336615
844,10450.602978681914
845,6624.854092278808
846,4932.734635719149
847,5838.827598185825
848,4335.898422646635
849,5183.14699079944
850,6369.918555915226
851,5256.330078822835
852,5685.516186874946
853,9331.62502857009
854,7066.671277660355
855,19498.300177758938
856,6405.0372587265065
857,4812.784309507549
858,8310.709735046335
859,8947.612436068457
860,5869.911047916165
861,6513.878674507883
862,5678.092408124029
863,8812.742952321469
864,8254.329470605595
865,5525.977465043339
866,5864.681361063427
867,6786.546753092289
868,8323.191934119412
869,6836.544262365109
870,8065.699108960629
871,5921.086547048283
872,4703.48345434461
873,5854.91172601453
874,9811.274952345524
875,10712.753522732934
876,10531.796775571947
877,7321.378540474178
878,5372.282445668225
879,6039.534235710203
880,4692.781810039876
881,7992.74387209358
882,10275.556634648048
883,9637.29780519628
884,6297.050873422921
885,5251.983019629589
886,5039.090069295573
887,5140.14258432289
888,11392.646019614178
889,7243.497747186615
890,5572.9704230967445
891,5743.4614893856815
892,8157.483344574663
893,4173.645913606479
894,7577.250168617095
895,4486.776617369567
896,6771.51097781988
897,8712.1196139499
898,5544.843306520168
899,6827.335846722776
900,6206.133089410708
901,4942.257929297385
902,6696.079225838561
903,7011.653348966095
904,10837.493803422127
905,5904.493405029056
906,8551.775524445273
907,7084.780553667957
908,9845.5519870534
909,6789.638006254533
910,9848.653998906726
911,5000.031762647311
912,4758.512090593279
913,6647.3541199027095
914,5718.545489084085
915,9831.313254257266
916,7889.6350626524645
917,5721.165081296555
918,7371.139202124207
919,6866.361624465395
920,9938.431807529028
921,4113.805351865049
922,14312.498613930336
923,5279.462646392669
924,6602.572675630412
925,8683.446472012345
926,5961.833160402798
927,6189.137678532325
928,6561.957150683727
929,7597.472633082436
930,5280.721714200062
931,5290.840091563205
932,7875.90748449819
933,7634.673884714175
934,7396.836444682889
935,4798.1002488165595
936,7123.0987017146945
937,10040.975450712669
938,6390.181011448094
939,4684.8239305945635
940,6932.333986122767
941,5999.40429686474
942,8242.568420641941
943,7180.542059221371
944,4173.771123742378
945,7937.991640317525
946,6405.3114225616755
947,7367.909453448773
948,7525.7166856974245
949,4229.104676143307
950,6650.590529226528
951,5858.420678125771
952,7788.711961087982
953,10049.793831728533
954,5331.94662386779
955,5449.162795100579
956,5996.360997583319
957,6016.662038585988
958,5989.767814245976
959,8041.597094249404
960,7521.4603530844815
961,7904.69707044625
962,5861.165980421802
963,4759.802805491843
964,6946.195461700383
965,8491.135812162966
966,9923.823718586682
967,8312.647263212224
968,8486.22686457429
969,6225.172124941015
970,8488.052960285602
971,6596.852152228436
972,8672.79845607437
973,9195.293863618053
974,6824.505423730035
975,10820.730543840513
976,7884.100959194607
977,8324.144338563841
978,6045.669249287187
979,7128.829532747053
980,8412.942539546586
981,6392.92745098016
982,4526.237104358417
983,5883.805392117541
984,8429.665017243891
985,6890.05358999848
986,5533.036980878088
987,8652.27098365041
988,6713.10499704669
989,6094.771835994121
990,6106.035949573974
991,5709.93285551324
992,7541.0152552058
993,7526.612538454742
994,7598.739138333297
995,5450.347489847508
996,4975.453843653172
997,6777.831576918247
998,4054.1785064547007
999,6123.374846517672
1000,5159.859397179236
1001,9163.295529427498
1002,7405.385067097726
1003,6714.92217427631
1004,7471.343878094754
1005,6884.1683640259025
1006,5004.087696813773
1007,11027.348237944405
1008,7774.878776021902
1009,8316.985650273116
1010,7946.983247882389
1011,5340.829071294248
1012,6094.381015604261
1013,5709.962113709563
1014,7240.1941690959975
1015,12635.998323331518
1016,6087.116548604139
1017,3533.2371345528995
1018,5745.879747429948
1019,9295.405754552488
1020,9110.055291034596
1021,6749.527103260095
1022,7545.870851434047
1023,4879.439790351814
1024,5814.673483955709
1025,3402.614203065493
1026,5297.535067035136
1027,5843.240901883305
1028,6858.897158388169
1029,7658.640573971088
1030,7273.836548216702
1031,7911.299550012243
1032,9134.274303280637
1033,7511.4601771464595
1034,4920.4659448060675
1035,9559.882899122871
1036,11775.343525409751
1037,6681.71069753698
1038,8239.997993506771
1039,5238.452156274954
1040,6469.080249054026
1041,4325.336893297469
1042,7744.520980533005
1043,5676.857840854601
1044,9660.333843451825
1045,7600.198063016962
1046,8958.663972937893
1047,8404.894478562246
1048,5348.025613580673
1049,9014.946332999487
1050,18544.181363470096
1051,11209.398412862069
1052,6001.445738654461
1053,3011.3782826253837
1054,6349.41277071324
1055,9846.436113715985
1056,6062.575225115817
1057,11902.574314065212
1058,17902.515870626914
1059,3480.757960995303
1060,5435.318565603016
1061,8218.870848139004
1062,5978.646396335088
1063,10149.262676343604
1064,7361.128946882275
1065,7393.384486358458
1066,3404.4181363477674
1067,8435.411845710398
1068,7155.818630261376
1069,7456.9145945468745
1070,8341.24394983729
1071,6238.460152627963
1072,5761.73345585513
1073,7256.168968612468
1074,5971.143522306822
1075,5242.778667431712
1076,7861.993104966378
1077,5671.834986631968
1078,6188.497059649465
1079,7619.372450286328
1080,6224.531551992208
1081,5715.512707788629
1082,7416.570526621612
1083,7180.489640453643
1084,8894.800555896565
1085,7096.11075839599
1086,7490.203051707
1087,5832.531020451098
1088,3948.6903036915983
1089,7683.395930805292
1090,7684.559615340092
1091,5391.8234328478375
1092,4643.441879862723
1093,10112.545254248422
1094,7673.649718286245
1095,9123.513813884265
1096,7149.807880173879
1097,6038.836610083678
1098,5412.245790227814
1099,4624.229389434969
1100,9810.956088177092
1101,5183.350087107179
